image_id,first_place_percent,second_place_percent,third_place_percent,top_3_percent,mean_rank,median_rank,rank_std
45.0,42.85,15.203,41.945,99.998,1.99099,2.0,0.920841
49.0,36.18,46.491,15.786,98.457,1.82848,2.0,0.748172
52.0,20.97,26.314,26.286,73.57,2.68126,3.0,1.26385
48.0,0.0,11.98,13.553,25.533,3.70587,4.0,0.780524
47.0,0.0,0.0,1.476,1.476,4.85984,5.0,0.444832
50.0,0.0,0.012,0.954,0.966,7.60394,8.0,0.82646
51.0,0.0,0.0,0.0,0.0,6.06499,6.0,0.288698
46.0,0.0,0.0,0.0,0.0,7.26463,7.0,0.441136
