image_id,first_place_percent,second_place_percent,third_place_percent,top_3_percent,mean_rank,median_rank,rank_std
34.0,40.801,9.917,7.292,58.01,2.80074,2.0,1.90465
37.0,31.964,23.054,16.57,71.588,2.61824,2.0,1.54566
35.0,24.973,48.094,26.216,99.283,2.02677,2.0,0.734747
33.0,2.262,13.637,7.891,23.79,4.9169,5.0,1.89602
39.0,0.0,5.168,41.311,46.479,3.69164,4.0,0.886574
36.0,0.0,0.13,0.72,0.85,5.7961,6.0,0.860177
38.0,0.0,0.0,0.0,0.0,6.56108,7.0,1.01267
40.0,0.0,0.0,0.0,0.0,7.58853,8.0,0.676404
