image_id,first_place_percent,second_place_percent,third_place_percent,top_3_percent,mean_rank,median_rank,rank_std
43.0,48.832,11.989,14.388,75.209,2.2075,2.0,1.36433
44.1,36.839,52.294,10.231,99.364,1.74768,2.0,0.66157
44.0,14.329,27.207,20.165,61.701,3.00501,3.0,1.33049
41.0,0.0,8.1,54.402,62.502,3.31042,3.0,0.639484
42.0,0.0,0.41,0.814,1.224,4.72939,5.0,0.488119
