image_id,first_place_percent,second_place_percent,third_place_percent,top_3_percent,mean_rank,median_rank,rank_std
44.0,78.268,19.255,2.362,99.885,1.24324,1.0,0.488072
41.0,13.61,37.137,41.892,92.639,2.43004,2.0,0.815184
44.1,7.824,37.125,17.691,62.64,2.99343,3.0,1.22493
42.0,0.298,1.486,12.456,14.24,4.52337,5.0,0.789616
43.0,0.0,4.997,25.599,30.596,3.80992,4.0,0.765238
